869 75684
602 80 23242
769 545 14016
133 360 1135
703 358 47792
42 793 14342
50 345 33995
301 92 36
705 636 28542
734 660 47375
87 25 99420
20 229 87980
815 591 62942
403 315 36823
839 734 51868
312 349 40924
281 67 51365
719 277 52072
172 523 46985
770 547 20059
510 225 26229
33 111 73055
475 84 85017
257 842 91455
195 838 98344
539 301 91797
357 279 68594
652 375 66474
20 599 12512
126 570 77865
144 180 28271
679 344 31818
48 497 69354
591 715 54492
170 246 98778
605 149 95617
770 233 64793
247 305 55144
373 330 31695
729 75 66502
737 31 4917
803 670 94639
35 305 51062
766 222 3033
383 118 93779
546 594 5345
723 24 2054
409 78 66173
726 248 99918
471 26 55939
606 438 84146
669 800 39649
267 869 63814
812 276 4712
618 858 36513
720 474 24635
775 420 78991
178 739 50453
329 750 89486
479 29 63647
341 379 59562
791 837 59107
636 865 65496
14 601 49221
190 518 63519
766 812 36085
665 277 73441
223 394 85742
582 694 80014
738 496 31268
336 785 86342
690 17 34711
590 484 54559
544 193 3271
149 78 55535
591 415 89894
681 191 87920
491 93 79410
130 699 69390
621 20 6404
681 838 32027
391 239 84821
336 595 75651
265 351 10391
87 856 82859
692 831 18458
721 11 37210
787 631 16912
285 399 40913
778 50 80105
385 27 89504
153 646 91194
193 406 46640
557 766 87943
647 618 81457
775 107 6049
13 554 73409
742 49 33328
618 281 45337
546 203 4564
324 293 7994
860 595 41072
754 275 86811
445 73 10027
127 540 18674
17 478 57094
488 576 11101
188 740 80614
729 167 86577
613 271 9114
276 191 28807
227 823 88522
267 741 24145
65 490 53423
449 139 28767
598 805 81608
406 382 96541
320 674 43612
615 646 29950
208 2 265
832 16 34834
157 349 8472
841 130 90374
374 822 52465
52 17 60367
692 79 7148
166 590 12679
613 121 95360
858 241 73146
186 204 32246
553 396 71443
265 320 38523
534 561 51341
218 708 48484
600 626 21981
588 507 9599
669 453 50746
16 72 16249
744 206 84756
739 495 80672
708 330 7241
136 521 3972
188 387 24606
644 259 67573
279 378 14982
44 214 26871
355 426 25101
280 366 91517
100 343 53930
502 275 48323
797 748 70955
225 431 94853
302 442 72439
731 436 28583
676 435 36076
62 767 39723
694 222 29241
806 514 75058
732 610 68340
100 399 38740
204 419 95327
725 138 98334
626 256 95445
204 705 48722
101 255 67939
423 723 87397
863 869 84976
161 387 14291
718 840 51219
254 581 1320
743 174 73316
306 482 45974
294 88 48264
50 143 85309
740 844 3433
625 650 96363
538 158 3600
531 434 213
250 49 91312
494 508 29915
24 62 64032
429 599 54415
485 489 56611
773 247 64275
714 710 31233
361 646 39862
403 363 89864
680 789 5375
869 308 95353
569 548 68452
112 436 32205
328 43 2797
82 806 26233
535 785 67443
583 799 494
590 257 47754
693 87 70939
634 20 74192
831 133 36692
71 515 10313
233 399 95503
103 371 92240
451 479 55114
295 716 5616
682 687 63891
640 60 45394
363 346 39838
295 66 41841
787 297 55470
773 479 95259
739 555 91285
320 75 96924
112 629 80808
780 317 48079
13 334 17015
81 710 2193
539 6 89265
287 634 67165
321 701 78067
476 376 32507
206 186 80760
266 713 1709
279 280 734
699 81 89498
294 165 89933
247 810 55774
14 793 56738
634 138 4962
868 735 75135
305 750 12671
482 791 96895
260 278 28591
139 319 5921
305 355 90092
839 729 97678
26 842 3997
392 861 48423
58 466 69130
118 261 1758
273 762 94312
322 786 48974
774 378 46833
548 839 21551
174 257 38101
829 473 88420
552 864 6293
510 42 39902
857 115 20146
746 372 8928
479 292 13420
679 752 34812
640 590 19879
66 211 79286
509 416 94807
370 143 25915
63 266 41249
293 371 29859
128 855 84172
408 817 18909
819 481 80347
560 706 20896
391 756 53514
542 173 98028
474 159 86571
521 800 10713
544 71 53683
479 773 4130
766 670 78866
821 162 65567
524 447 47076
201 462 49761
223 667 50550
346 32 43234
302 89 74645
7 27 55370
473 58 97055
557 866 38607
57 385 64974
9 362 1074
806 674 54823
621 173 4707
804 756 49438
493 824 99474
289 767 8691
743 352 70703
584 471 52646
504 304 83646
152 596 3208
333 617 8425
5 478 25828
793 517 7037
10 765 80926
496 254 3874
847 680 30910
45 28 1579
40 261 18082
394 604 97031
407 456 33470
292 25 2460
765 671 83014
162 552 72644
724 44 9018
813 716 66779
433 100 70104
698 494 11825
643 169 26151
123 446 22093
559 358 8993
663 790 6162
174 496 99836
187 397 85730
478 801 79852
634 707 30628
637 687 39804
89 533 24351
240 164 86092
380 298 5730
520 673 18341
441 102 52836
520 533 39191
233 112 36418
237 336 99346
869 72 78747
714 434 38328
741 633 51603
395 540 55360
441 57 67049
334 478 95033
827 757 81572
320 277 83573
591 476 819
767 763 9896
44 708 55290
593 601 37248
422 287 49549
153 493 68137
146 604 92693
448 237 81562
822 625 96810
300 468 78320
319 816 60343
757 308 42782
195 595 67294
347 190 59373
79 282 89303
42 410 47292
329 731 28278
19 148 49373
414 726 33313
788 401 65141
223 165 36766
6 180 24576
477 424 3283
131 281 80630
69 105 56992
280 397 848
505 278 94768
778 222 46336
835 601 79621
701 299 415
505 650 61463
402 94 28379
628 465 58984
737 813 65255
147 836 15513
538 444 40348
504 866 71185
648 90 77809
222 112 70713
244 248 83069
80 105 71227
459 844 58438
73 501 74577
39 450 34123
166 694 32237
788 87 83788
740 37 72136
221 569 88020
511 453 99333
755 430 61220
632 142 38328
655 832 34856
23 155 45500
368 456 10574
447 79 75128
101 76 35331
792 502 70749
171 572 62903
10 619 21923
13 661 317
524 92 29859
396 74 93757
25 528 9290
72 310 87306
78 119 98949
752 458 81301
486 65 15535
687 702 1656
590 499 37669
738 36 63508
390 491 65760
268 25 71764
31 579 12670
336 213 54976
773 214 42394
763 707 51191
256 752 83576
627 464 36130
653 735 12553
461 852 35307
249 296 15123
109 182 68815
17 346 89711
380 298 32779
502 529 84806
757 367 36138
186 37 15951
609 636 20190
720 662 72375
57 822 43628
303 397 13774
578 605 76632
543 108 69174
825 857 4532
688 605 22676
523 416 71330
106 842 52709
643 171 55927
651 853 82212
334 839 20104
123 615 81547
665 394 62288
18 660 50076
794 301 2431
577 763 96270
379 536 20572
300 370 7609
41 770 68142
247 557 57802
178 860 8987
641 489 45847
237 846 55938
341 469 63756
160 648 18289
775 312 71133
436 222 84399
25 512 2397
840 740 72628
500 618 5889
429 12 13905
869 717 88705
537 396 71024
180 523 70153
389 394 33495
625 681 50087
709 858 48026
100 783 63152
416 390 90214
773 272 40186
87 22 11371
3 808 68980
452 173 62876
343 212 94225
107 788 35815
477 166 59156
109 592 55650
552 489 81297
653 121 8152
706 538 95062
424 300 15976
849 247 37879
4 445 12326
675 243 27409
782 218 7804
672 749 33053
281 518 56578
461 739 37804
823 35 34041
464 442 44403
767 319 2583
687 22 27177
69 661 79731
778 278 84620
272 19 55949
130 88 61955
44 632 31970
206 341 84125
431 319 94637
489 373 8766
373 361 7604
623 243 50638
659 578 72050
111 565 52741
678 111 44649
829 537 87130
85 722 47908
2 857 67592
444 724 15452
720 295 95768
188 246 97684
136 184 26007
76 199 48445
195 385 24591
605 256 87652
650 591 28631
12 307 40852
787 206 99327
238 606 2262
673 403 69257
102 528 99315
713 299 67828
538 177 10432
306 713 69500
375 814 59794
99 314 65018
96 690 81250
209 655 95309
739 212 73744
280 520 54951
764 356 51752
437 824 92128
535 137 9370
691 534 92791
851 824 29262
325 809 58870
738 778 94632
830 173 34300
585 131 48737
295 141 5554
119 538 97064
382 664 16486
805 393 37411
65 125 29655
669 521 7349
158 311 64758
66 183 19927
403 734 19675
365 733 7271
624 148 79134
383 193 20322
761 639 31329
591 249 43760
639 62 13168
32 865 21064
587 409 3723
690 422 66100
59 671 42619
624 62 54285
357 492 79262
296 132 29589
624 484 65425
632 569 15028
644 237 49593
77 734 25539
355 799 59504
574 450 41163
647 783 77838
366 750 77904
810 862 2590
93 643 4737
829 66 62335
336 188 99497
666 813 74289
182 177 98177
748 809 40776
333 404 24770
144 603 84031
439 520 91588
635 84 70326
246 756 97561
579 107 44335
162 321 7520
679 599 28875
535 377 94821
150 227 64879
439 66 2130
272 792 37086
428 303 35841
118 511 30094
352 568 53423
665 486 17265
442 720 84856
209 460 53933
546 691 37053
62 113 41014
181 93 83379
320 415 14841
95 144 30557
642 424 81750
37 254 66825
91 509 36573
326 121 77556
614 541 25603
230 693 39761
610 431 14120
687 674 97918
409 405 25814
430 283 64541
55 770 63250
223 664 69549
176 533 60100
246 488 35190
348 194 69853
256 119 79838
699 718 39456
348 759 36203
296 542 96785
503 70 78605
152 555 87589
769 36 26106
795 727 23822
679 498 47722
238 277 30835
374 290 94444
351 628 30481
690 392 33069
262 655 11164
433 335 66958
371 121 38752
563 463 69110
150 43 44592
622 35 1556
56 104 72916
302 619 80508
359 821 71280
341 373 75428
411 732 12667
546 251 39477
752 351 46363
585 398 12708
404 645 47658
41 61 82986
689 357 71093
1 138 48076
321 170 31218
9 646 839
725 833 38793
277 866 57673
670 32 27588
187 752 67936
737 544 29903
741 270 79485
70 396 56149
353 800 65342
740 256 54859
250 586 32617
283 845 80114
164 431 56813
338 576 19664
391 699 85540
227 124 342
506 227 85943
779 868 41335
430 653 41062
712 327 37743
534 234 61625
845 556 74220
281 530 91489
424 554 62525
175 32 54576
151 434 52295
232 518 83254
671 366 44933
724 844 96155
11 864 56397
657 363 62409
470 391 21025
751 81 97694
801 355 59810
562 360 99031
376 867 24093
745 625 41189
10 299 30812
187 571 12503
489 634 40066
505 794 52015
63 707 7379
529 461 40663
807 43 83878
785 34 34656
394 670 81799
16 599 98746
202 634 76305
649 230 61785
664 448 37779
503 289 54126
676 286 60449
396 89 83259
75 731 32085
199 245 38625
104 61 25755
229 637 17785
421 158 39860
657 765 70777
613 75 26801
240 141 77793
561 490 57382
141 361 48897
37 167 29140
783 59 86491
207 493 50858
375 174 51699
55 129 97453
101 855 74177
463 700 33340
186 618 87533
219 658 97048
367 96 47446
218 813 35066
266 275 64419
281 331 25998
122 675 87838
610 10 13096
15 207 65131
709 793 31875
572 659 45859
683 679 85612
270 368 40196
548 790 46548
434 120 31596
599 231 22588
274 659 60076
625 360 43035
832 511 80956
653 33 137
341 307 91028
223 867 56062
773 848 35716
121 474 56803
520 291 93012
448 335 51558
56 96 60444
715 832 27901
99 744 3404
357 689 58295
308 593 50006
165 159 99233
120 89 55019
143 497 62999
535 185 89513
809 646 26955
860 651 60671
707 224 17121
526 543 42713
257 281 14201
696 675 539
445 647 77680
797 226 52157
717 382 12531
463 379 2104
483 166 83955
247 385 27497
154 3 11030
858 485 76329
787 280 74591
841 13 61243
329 362 50575
125 333 63634
237 407 49252
388 107 80806
276 804 69521
779 114 45016
458 487 50471
793 353 98015
325 524 19644
746 775 44767
32 658 1989
532 168 46765
867 180 556
530 221 1424
825 21 65089
673 538 8145
345 352 84065
741 800 49630
577 145 79908
279 750 88493
709 838 24337
659 394 99497
31 207 23018
217 142 64905
264 768 66632
563 305 28786
802 265 67610
202 105 23233
252 498 47784
220 618 20324
172 175 63425
505 453 50345
13 219 19056
708 551 15231
824 450 53236
227 53 22596
369 50 22790
361 473 68859
204 270 65282
524 508 36070
501 625 58002
770 116 6001
218 466 4001
483 96 82974
198 13 54977
665 438 52391
75 703 31594
572 367 59909
773 349 28534
500 394 88991
28 339 5219
700 439 87671
350 2 53215
534 560 40624
574 83 22816
543 234 389
479 391 5518
221 571 80433
479 57 33778
576 390 43030
757 119 54619
326 368 55999
276 724 66349
554 451 43749
592 830 62141
86 602 91520
138 618 1806
684 658 93886
640 813 5192
28 711 84757
316 337 74286
274 25 49335
590 731 6093
668 406 15800
323 573 1653
355 866 32974
49 119 9997
809 207 35894
545 21 23073
431 369 31854
210 114 71576
737 304 29715
425 401 55873
114 347 726
57 300 8935
29 456 8637
130 157 58666
344 816 28830
746 648 19324
445 270 25527
786 510 45896
366 286 3666
47 43 65442
571 306 42591
434 158 46749
349 663 50361
405 72 23626
172 834 58530
53 831 21261
537 579 35347
39 330 26287
151 617 50840
824 529 82969
61 867 91560
548 393 54334
736 26 69914
433 355 30842
802 215 13473
233 580 3967
237 66 54877
465 185 21113
753 660 77816
148 89 74175
406 528 38417
641 246 29864
856 340 65304
260 606 29513
10 70 86199
778 207 49170
469 266 12719
80 731 69260
789 501 46292
855 363 68434
722 675 66433
227 679 10396
416 54 18106
810 789 10135
756 242 1655
491 163 94553
453 260 8380
185 551 19430
812 409 11101
188 566 95156
719 751 65229
791 776 27215
669 567 99418
463 634 88815
334 613 60734
420 817 25068
853 561 73472
740 285 76646
31 868 23305
435 582 63536
729 566 47054
202 573 57299
557 264 56754
607 59 97039
299 313 74969
384 14 73666
703 112 48461
801 147 16184
476 646 67441
223 758 41319
557 686 2776
379 424 46736
849 287 55480
167 515 39575
40 858 83497
205 363 53909
518 75 78406
683 8 49506
843 472 67919
138 793 25570
458 267 6961
861 103 49269
584 324 26081
2 23 88174
474 371 83025
563 285 5972
188 519 9752
621 256 41555
328 85 93463
24 586 88254
12 736 59608
341 328 87026
297 677 24280
60 717 30256
408 173 25745
527 381 54513
77 368 95657
182 332 95200
504 419 64570
701 284 64244
425 230 54382
594 726 45893
28 675 98794
592 315 32019
172 234 11993
853 103 24600
115 650 5886
850 222 86710
821 772 5204
328 189 20659
427 564 30552
437 310 93851
805 31 7998
363 165 20727
832 276 89718
781 373 10903
206 681 20256
265 142 39037
632 215 97202
457 783 61829
687 707 87511
741 805 55715
485 822 99048
53 579 85265
224 470 15301
748 561 91945
576 368 29596
745 127 71014
198 836 69427
763 620 73928
254 596 25192
708 508 70331
142 538 46594
149 112 16478
358 68 66101
249 609 23160
524 619 2189
833 776 28293
371 293 22022
448 801 56428
70 386 26392
259 710 19932
482 381 26178
233 337 30386
818 319 11841
194 422 86655
165 181 39251
374 739 22792
111 344 11241
80 647 51478
642 487 57080
274 191 51769
525 52 66133
103 178 40868
34 411 15141
271 328 68288
7 730 47557
745 75 88356
552 107 14556
375 218 24521
233 98 58839
109 863 96544
82 186 34604
381 829 96855
340 577 25679
166 857 52924
107 662 14557
349 832 98814
854 21 36941
192 114 30490
117 316 91238
598 20 10013
765 507 77735
782 344 32585
343 594 9429
517 205 79168
451 857 50974
315 466 71745
295 342 6487
809 91 74311
727 306 81939
854 669 40171
41 272 45650
430 419 73227
783 648 6212
530 765 52291
403 600 34280
428 161 50143
623 525 61553
45 713 41065
29 843 97394
15 57 82026
390 751 71270
861 173 53991
468 770 46779
738 570 19409
457 768 14223
576 236 37676
327 620 45110
519 370 99221
93 708 86452
326 545 57522
335 682 51854
334 767 21733
111 469 49400
583 442 33937
415 781 56331
384 825 39313
452 514 75339
574 769 52742
829 637 71296
96 20 53277
119 266 98269
254 406 55326
666 539 59456
108 67 63848
766 469 1437
403 667 6030
811 461 43493
111 714 8026
396 775 60983
406 197 10609
602 261 22669
511 866 83438
280 267 19180
811 721 31498
420 238 29097
212 620 79590
719 770 96107
296 301 93534
58 784 64627
563 680 95585
305 340 32474
789 363 95465
153 688 64990
378 245 81177
125 721 97764
693 644 75773
167 352 30325
159 306 62616
154 432 60180
254 98 80531
255 696 39178
94 250 99757
517 784 71255
685 242 97670
13 594 50624
698 232 26672
117 256 89591
677 334 84891
855 67 60390
456 586 89023
3 402 50982
721 726 17321
593 340 41094
20 380 67476
320 542 13405
691 244 5939
636 22 61470
11 364 66966
445 154 63647
59 297 97209
111 746 94496
305 545 60121
204 506 95852
480 483 43130
520 747 9946
577 824 79482
682 192 79398
217 701 98775
152 243 44534
140 760 5495
581 816 2638
776 845 69995
397 662 47516
242 538 6132
845 356 32513
466 585 29365
670 631 90400
130 806 59104
593 308 72500
51 477 60164
15 452 30704
567 188 15032
424 822 54288
384 868 54153
345 710 24321
540 533 78860
440 62 74144
788 287 5473
745 460 35760
766 171 91946
22 90 88086
581 816 83588
150 507 25376
124 671 30400
530 189 31105
669 671 80909
761 374 64946
819 794 16477
748 333 67067
401 17 53277
364 251 33561
161 192 22878
854 61 96382
296 457 94315
521 295 45078
511 137 8851
281 641 83082
604 607 83830
72 501 18792
57 649 70639
207 370 95194
684 645 47159
791 368 95102
332 575 84063
753 784 33050
537 62 41806
645 831 63372
324 714 5434
418 632 57267
547 703 66346
376 176 51845
531 246 18634
655 163 54757
646 739 84924
45 156 61275
556 667 64463
753 722 15885
669 759 6535
217 707 98564
494 630 37289
481 442 60072
110 275 6193
392 57 88648
749 820 29240
559 519 72549
437 326 59300
80 796 44371
85 656 88269
367 832 90196
787 464 96897
522 454 75869
468 510 80369
577 130 6756
399 822 51395
259 207 5397
328 27 41272
131 48 85408
72 138 67894
447 760 29910
523 683 41548
822 582 95576
852 365 51727
666 845 68258
177 333 46341
148 440 560
539 334 65436
217 776 27341
415 796 38385
197 793 72203
237 371 31114
180 540 24464
724 866 71692
49 185 4414
286 648 6264
171 526 85879
581 831 94254
337 220 6509
118 619 41089
257 365 57510
628 351 22558
380 414 62632
654 561 92325
716 454 26699
177 858 13720
829 549 55403
17 523 20415
212 796 3752
459 412 20774
584 744 61386
551 520 51601
106 452 13958
836 63 30103
442 419 45128
223 622 55658
449 375 52293
413 18 76787
398 744 13698
135 168 74062
135 192 56398
256 763 87640
831 137 78072
619 383 14228
646 469 96747
788 245 20845
474 559 307
460 527 70167
427 523 69569
712 450 66550
351 195 21646
525 492 37378
539 256 46359
731 588 11962
229 334 47965
139 188 97722
51 160 58988
305 362 98906
718 832 14318
344 532 289
99 466 74301
868 17 5920
446 207 79657
121 378 78672
712 325 35976
267 46 84849
653 285 40139
658 206 18590
80 833 50228
68 36 39232
48 776 34502
71 251 94570
517 256 21221
79 259 44285
229 461 28798
123 690 93889
457 213 61791
815 525 109
541 89 16458
187 412 44467
632 257 6270
406 336 46251
66 40 19333
334 738 71850
664 612 399
251 495 80549
817 408 84672
199 148 17199
85 145 59022
101 618 64800
399 688 34911
402 375 67775
82 739 7316
428 315 54315
151 170 74707
269 270 59517
563 282 72874
123 292 40358
803 774 23269
606 840 26084
423 694 42113
214 17 39752
12 295 35253
607 805 56675
255 774 74608
330 460 30097
528 786 41010
214 662 13243
598 851 84663
792 128 19882
360 212 39272
235 345 73813
251 714 43579
118 772 68833
373 134 16743
771 825 71125
734 648 31657
465 380 30113
827 456 36290
428 634 13184
808 576 84636
198 59 61824
196 247 69058
857 676 46363
374 436 679
79 373 98987
785 359 10710
90 289 44738
350 404 91895
861 100 8234
653 519 70778
534 479 95265
593 60 66993
285 581 41891
679 513 27920
320 277 33900
446 194 31269
660 622 8763
435 112 72797
760 855 86097
419 801 6844
592 747 95997
206 34 25562
344 3 31715
506 820 23609
367 404 17398
532 471 82495
368 654 8562
89 330 87940
433 232 5671
321 252 6637
660 21 42538
314 476 7637
362 378 80173
612 137 35083
791 363 72937
445 599 46915
151 132 18350
274 31 62683
673 800 21843
511 483 6534
353 712 74039
719 110 66400
505 577 42564
690 419 42970
110 559 3944
90 198 72853
369 546 89749
247 733 98851
389 217 56498
338 5 97024
700 147 74006
11 838 18408
547 515 42836
812 565 61984
370 859 76209
33 632 54385
827 302 17268
20 114 83439
264 157 27856
223 575 50396
251 735 64024
545 346 3618
831 486 40807
867 311 25970
748 322 86950
352 599 99902
460 867 46667
301 29 42791
238 187 20637
843 623 98609
578 297 29873
109 114 32843
1 483 82952
431 167 4067
499 522 66819
760 375 35711
199 27 81308
828 808 73796
612 632 62816
260 671 52188
582 127 62497
74 429 17622
74 833 75537
586 342 48986
687 348 73537
179 822 66930
10 244 17814
429 619 66830
298 59 83092
53 576 23125
684 714 90684
223 656 73842
635 483 22090
475 777 60803
629 361 52294
261 515 77270
665 810 25348
611 190 39188
816 648 51093
266 302 90651
143 311 51008
376 659 3853
600 828 23216
289 213 12528
497 184 9957
599 525 74869
106 706 12622
271 854 58310
380 671 21928
780 294 21811
770 709 68363
502 722 20783
761 28 70998
343 565 43160
76 38 40068
868 590 96959
604 843 70086
462 852 76113
304 479 96655
507 559 6432
39 776 72915
400 404 90447
267 778 8590
642 272 17110
63 147 85744
509 785 73004
201 802 49237
666 632 91531
653 142 43097
674 589 54803
373 39 52011
494 188 74058
175 124 18848
332 23 15061
390 153 18071
49 369 23424
589 85 36490
119 668 33790
818 113 71807
581 55 57945
772 152 16784
137 178 10467
621 382 46679
863 6 19305
493 666 28478
444 309 8473
630 664 5524
459 79 30034
495 741 7274
404 788 85077
14 350 68335
729 518 214
739 157 63601
274 131 49763
705 120 22237
822 831 64952
554 189 22573
122 628 29861
186 853 83930
671 373 30787
510 633 91802
377 162 68386
800 58 44633
588 331 49347
707 624 67365
422 32 17702
529 362 62543
828 449 74238
1 580 46331
702 682 64218
380 605 38482
306 294 49559
4 394 83501
241 592 79607
374 421 89271
57 192 22928
195 646 95435
220 835 4019
162 577 9287
614 13 56951
391 475 3087
104 568 38421
679 99 92414
258 726 84004
826 656 37859
191 178 64477
41 304 48398
800 171 29386
141 222 51400
214 325 11778
251 691 37588
720 429 21685
267 318 79023
761 627 14694
512 363 86778
579 857 89018
833 553 53856
175 366 81089
400 655 97610
462 171 15237
864 77 42311
205 105 70035
537 867 57318
542 825 32565
611 719 43034
656 806 11931
202 260 8155
845 587 69112
587 633 12922
561 6 78139
654 244 1738
171 99 43432
551 832 81083
522 435 33181
97 117 76506
227 607 77407
323 68 85849
621 86 99777
306 754 29594
625 311 73744
710 569 42780
120 132 30095
170 677 25150
260 431 1171
858 472 76676
734 202 14877
542 8 49498
428 357 62362
746 99 63393
116 64 9200
312 694 42584
687 162 81039
812 654 65730
642 134 2577
78 350 92736
545 84 96181
711 40 80422
533 464 8572
403 481 60309
495 451 25597
183 675 95037
445 401 35203
824 616 36198
292 505 63403
405 500 10241
806 41 98664
254 213 32178
844 620 63272
443 598 11591
285 82 58262
675 153 92361
241 380 50230
845 282 82051
92 794 61442
419 426 83714
402 362 81585
481 373 20319
795 371 62700
795 90 87286
609 690 32082
367 631 26827
302 52 50843
462 146 1320
679 615 38123
189 701 19670
13 720 11233
836 657 97057
249 776 73795
218 603 57685
797 266 5097
716 712 46945
560 173 8427
671 132 88119
24 362 85264
625 288 95887
41 443 91104
21 849 78663
726 386 70826
421 84 35981
468 231 20532
474 547 81217
495 855 72157
511 792 21067
377 111 86596
749 751 83528
733 729 82703
11 70 43759
294 468 76485
411 711 73443
112 580 578
633 309 54201
283 240 69445
311 342 36126
475 641 24709
707 762 20001
574 452 56240
305 15 83921
492 317 61543
726 28 12147
635 811 6141
570 844 70615
350 302 89925
120 177 82517
784 36 25569
286 689 87935
789 617 17017
530 412 82344
410 101 87563
514 722 28086
56 596 42627
524 332 35485
538 530 6301
224 179 90378
173 161 95491
190 292 9160
398 58 8122
466 442 22634
317 773 44008
666 486 90452
648 516 78581
854 688 15138
683 341 29291
718 253 30555
23 743 25266
405 329 18387
97 34 58423
274 16 37435
803 157 44391
601 804 47518
446 46 58888
606 433 12530
664 720 67602
777 551 21901
327 152 80924
152 647 29169
121 326 14608
66 332 74278
130 155 21721
577 567 52969
563 834 58732
483 495 43276
741 855 51268
475 45 87974
287 829 12904
14 867 23700
657 558 85959
115 229 47210
788 775 51491
98 326 23182
296 457 72642
167 288 79544
215 194 55844
674 655 19830
93 644 28662
561 145 40063
747 224 98875
568 197 94464
372 646 96361
308 757 50370
306 345 98826
868 636 35225
346 589 73788
772 598 45291
492 799 48269
39 777 79182
463 122 16188
225 573 20649
700 146 45992
336 810 15592
21 806 38295
657 202 33106
245 709 43518
466 99 69442
18 698 34835
280 458 97664
366 154 58414
317 242 19351
14 116 95585
430 544 64024
829 412 66353
55 160 58123
235 176 61123
592 197 37273
24 144 16511
142 116 46863
14 5 36975
5 548 39304
469 867 5154
330 860 6978
706 163 22610
749 111 24125
141 33 7150
8 845 21566
799 309 50357
732 7 48777
144 18 99238
489 76 6760
177 695 59509
64 671 75631
719 119 30215
42 272 37707
148 638 55551
124 157 1928
389 806 17186
145 577 27611
2 335 14631
187 86 88117
44 445 54694
426 182 24110
298 260 71458
437 320 8253
810 655 44292
77 571 74510
52 667 57905
7 371 44475
738 368 87489
556 726 33118
223 486 13326
217 431 93742
811 124 65006
864 482 20261
280 460 54505
458 455 86602
112 691 26344
661 235 60885
692 716 45730
302 589 65069
372 625 13743
141 623 88988
274 829 15975
589 240 85684
802 281 56801
151 375 82366
574 356 17908
770 107 54609
751 789 40244
587 719 46678
395 672 5558
22 176 96716
175 428 47497
192 669 32589
67 828 34396
4 117 65419
329 603 82974
857 63 70786
275 761 29000
6 192 47809
696 300 7133
761 682 44532
465 208 16448
323 176 9274
707 687 12410
519 165 26398
311 502 16092
278 70 1042
705 241 41279
209 205 19690
131 797 95632
480 585 95402
383 65 59099
197 629 43621
177 541 74762
411 659 84009
310 590 19853
824 182 64888
628 569 40076
222 586 36270
730 662 6086
341 489 57333
30 76 86002
623 494 44276
55 575 40837
651 652 28444
113 851 5065
113 699 56057
676 633 31662
408 499 43109
474 55 45484
353 714 92313
199 158 73695
493 345 52215
848 814 41053
295 229 93627
586 219 21764
336 97 65833
19 428 77451
288 558 3578
861 93 12951
556 162 23049
632 595 61712
175 673 45348
437 588 56693
467 434 66158
415 209 77538
391 519 5284
766 651 20101
668 446 12065
487 412 76326
716 153 94688
290 204 78921
231 352 83095
259 107 23769
538 270 79080
819 87 94931
317 735 88383
414 76 31847
614 218 41618
251 522 77986
696 686 36992
742 584 32042
413 158 96501
252 603 8830
792 857 85593
514 6 84075
552 261 65493
225 770 46511
490 681 85357
149 779 40559
363 139 23356
663 640 87221
431 701 22857
829 803 35390
450 112 37459
308 725 71388
652 313 87374
589 467 74927
116 333 10576
810 557 54051
128 717 13265
483 822 70015
515 354 8259
761 619 57360
646 409 93961
247 133 91196
445 4 78114
461 829 9354
867 89 20405
688 654 19884
214 149 98529
681 108 68721
202 400 49181
678 718 48633
817 4 99078
672 267 25658
775 281 67407
663 718 31785
263 580 39328
848 317 63180
808 339 84088
216 113 3773
30 674 19285
165 150 97195
852 192 84242
800 530 32133
506 178 12522
164 307 37799
831 43 85885
785 464 82366
514 406 86705
118 331 13264
281 419 76033
699 440 3733
609 477 16901
394 361 43969
766 258 73025
334 403 8949
683 692 95340
342 556 77418
206 790 50800
306 611 82447
28 558 24405
806 288 47286
258 195 58155
705 721 11692
798 520 87672
640 572 24994
310 210 4085
260 678 23362
222 514 20350
634 606 87480
679 337 37075
251 526 58563
49 122 31033
160 411 25774
16 149 53842
605 192 11964
308 832 69217
374 394 30437
4 26 63333
475 385 19471
485 645 283
810 32 23511
342 507 11186
166 721 5014
219 860 66891
541 455 20800
326 137 18184
333 92 93758
314 718 78058
245 689 41262
183 168 65877
593 497 71696
538 204 48031
666 500 35854
27 785 44310
463 371 84963
851 35 46065
815 500 35874
418 436 95530
626 559 53167
409 815 68695
699 575 1606
93 825 57497
311 289 89061
374 618 2412
218 146 27676
702 666 68612
638 629 30541
554 407 35171
69 572 19653
105 322 49403
691 24 60518
563 486 9905
463 802 61341
472 755 42260
55 117 21605
240 248 98004
819 745 55471
852 699 82185
2 862 95585
651 373 2320
233 525 4253
75 15 79576
732 582 20567
93 374 82621
395 774 61854
816 820 29350
803 347 19200
410 162 58373
158 16 42689
782 292 35468
282 674 4109
805 442 37553
869 734 89720
336 47 93718
287 487 20008
517 56 98672
725 304 18765
149 620 97153
836 521 77092
656 673 46687
509 781 22887
222 643 11162
530 867 74094
339 720 91917
676 144 1932
452 346 64658
205 200 92015
628 385 76815
806 48 99222
138 291 88323
587 143 23302
559 336 48854
388 715 3841
821 290 46130
769 647 71919
78 358 20495
33 307 8130
305 807 61323
268 546 50297
234 835 16908
793 796 26200
471 252 13522
568 69 41088
238 616 29778
576 320 10830
719 710 41445
750 543 36412
657 72 14123
410 127 11249
499 163 28812
718 36 91297
824 402 24832
594 723 49370
560 324 89360
124 364 49834
753 488 40185
565 741 13358
567 713 17359
223 454 63452
764 2 87598
517 349 32557
558 225 36692
